1,206,17,190
2,456,49,184
3,216,12,40
4,355,29,307
5,463,15,258
6,186,24,29
7,203,45,143
8,380,31,374
9,122,22,88
10,134,23,42
11,257,17,214
12,287,38,29
13,193,27,95
14,230,23,124
15,456,15,372
16,441,35,11
17,142,45,49
18,140,22,12
19,413,34,302
20,413,16,153
21,460,21,432
22,359,44,128
23,375,14,242
24,250,14,151
25,326,45,260
26,116,28,37
27,365,24,321
28,483,10,38
29,408,50,129
30,178,39,103
31,411,15,31
32,208,47,75
33,264,44,166
34,499,27,85
35,202,22,134
36,312,21,290
37,159,37,71
38,376,22,43
39,377,40,215
40,165,19,49
41,311,23,183
42,152,20,102
43,244,48,63
44,202,46,78
45,204,11,119
46,300,12,26
47,383,27,260
48,387,20,165
49,369,44,290
50,258,26,109
51,443,19,132
52,162,31,87
53,374,42,133
54,139,50,74
55,245,40,70
56,213,18,78
57,223,40,202
58,438,14,42
59,305,50,179
60,264,44,164
61,277,12,197
62,347,41,242
63,172,47,16
64,224,33,166
65,356,25,94
66,474,12,317
67,357,45,351
68,186,46,161
69,334,24,109
70,293,43,121
71,393,35,389
72,200,31,138
73,222,31,163
74,217,12,68
75,285,20,218
76,489,14,256
77,277,13,25
78,217,44,34
79,320,25,92
80,471,34,449
81,318,43,232
82,416,38,152
83,196,40,15
84,266,42,59
85,482,35,261
86,235,19,178
87,336,33,30
88,356,32,98
89,430,44,388
90,484,23,405
91,315,19,82
92,317,18,289
93,369,31,160
94,297,27,273
95,168,33,19
96,279,34,32
97,185,42,36
98,123,48,36
99,165,44,29
100,289,32,34
101,253,23,211
102,235,36,234
103,353,49,295
104,273,23,245
105,115,27,39
106,231,44,46
107,358,37,299
108,323,40,111
109,286,48,93
110,407,44,278
111,157,50,122
112,439,33,125
113,313,13,19
114,205,42,189
115,225,30,212
116,268,23,180
117,253,46,81
118,265,12,142
119,255,48,58
120,287,29,76
121,333,23,159
122,463,32,27
123,225,29,35
124,394,22,394
125,485,25,255
126,362,11,192
127,127,44,107
128,338,42,316
129,407,36,200
130,309,37,265
131,163,14,27
132,446,29,229
133,234,29,3
134,131,47,7
135,280,36,211
136,275,14,92
137,197,44,43
138,158,45,110
139,349,50,313
140,405,40,89
141,390,33,206
142,332,46,6
143,252,12,75
144,463,30,342
145,205,23,132
146,441,43,19
147,130,28,61
148,379,29,257
149,265,12,242
150,319,18,13
151,308,26,122
152,500,48,86
153,211,29,19
154,405,34,165
155,337,41,230
156,376,30,118
157,338,40,278
158,414,31,340
159,386,25,68
160,229,18,36
161,100,34,28
162,146,33,0
163,256,40,46
164,414,14,371
165,492,29,45
166,141,48,23
167,395,30,187
168,280,25,251
169,433,18,407
170,476,18,154
171,292,38,158
172,301,20,10
173,212,21,90
174,412,38,158
175,434,27,84
176,145,10,55
177,306,45,80
178,147,15,115
179,324,21,307
180,135,26,119
181,102,31,29
182,202,43,173
183,426,50,319
184,295,39,63
185,492,32,382
186,476,36,30
187,304,38,70
188,273,37,73
189,177,13,23
190,428,17,46
191,340,46,335
192,106,31,6
193,367,15,121
194,241,13,238
195,128,47,53
196,403,40,25
197,481,46,210
198,157,20,106
199,293,11,108
200,323,28,11
201,448,13,105
202,338,20,280
203,311,33,0
204,283,29,124
205,105,38,2
206,452,16,242
207,302,36,105
208,426,50,186
209,421,47,359
210,448,26,248
211,294,49,205
212,372,32,107
213,353,24,272
214,392,28,381
215,388,27,34
216,213,38,142
217,301,47,39
218,186,32,71
219,129,38,38
220,309,36,33
221,302,10,205
222,368,38,26
223,196,15,16
224,196,41,45
225,401,36,343
226,428,26,246
227,164,11,153
228,490,27,463
229,342,34,278
230,200,11,57
231,221,29,64
232,286,30,27
233,339,15,218
234,242,43,102
235,258,35,224
236,477,46,143
237,123,10,82
238,163,12,116
239,432,35,357
240,384,12,353
241,182,24,174
242,146,45,118
243,170,26,98
244,487,45,44
245,300,27,280
246,278,39,10
247,154,50,49
248,168,34,141
249,134,37,81
250,106,34,87
251,450,37,367
252,317,16,6
253,290,48,218
254,149,23,45
255,423,31,212
256,258,18,212
257,480,37,304
258,404,25,126
259,456,12,381
260,136,13,0
261,451,31,389
262,118,29,114
263,458,49,283
264,269,43,238
265,387,11,158
266,385,20,124
267,252,23,15
268,498,36,233
269,295,30,98
270,188,42,153
271,475,44,358
272,146,11,75
273,283,29,115
274,217,42,172
275,388,29,306
276,211,40,147
277,119,36,82
278,117,38,100
279,288,15,39
280,473,46,110
281,207,20,4
282,476,16,30
283,124,38,94
284,435,40,215
285,310,26,202
286,123,30,15
287,103,38,103
288,336,37,29
289,245,27,78
290,467,39,453
291,322,12,220
292,209,41,190
293,261,28,224
294,189,43,6
295,384,16,226
296,278,19,136
297,456,48,285
298,323,11,175
299,118,46,8
300,399,22,291
301,188,17,35
302,427,37,357
303,160,37,72
304,290,40,211
305,208,23,68
306,390,24,278
307,251,19,227
308,274,46,6
309,380,31,247
310,282,16,35
311,485,43,465
312,167,42,7
313,114,26,39
314,312,48,140
315,331,14,326
316,291,15,272
317,151,18,131
318,443,27,276
319,189,32,149
320,416,45,54
321,285,31,10
322,349,23,85
323,319,17,41
324,293,25,136
325,451,22,301
326,214,16,124
327,465,45,397
328,403,50,148
329,311,10,193
330,339,25,308
331,130,11,54
332,111,36,5
333,188,47,74
334,453,16,252
335,399,42,316
336,148,20,38
337,472,48,143
338,236,37,5
339,200,24,30
340,375,33,17
341,431,11,330
342,204,30,93
343,197,41,24
344,259,42,215
345,188,27,129
346,226,16,138
347,348,40,123
348,303,40,149
349,336,20,162
350,136,20,136
351,451,24,263
352,180,15,165
353,219,14,44
354,157,10,119
355,360,35,311
356,114,28,88
357,368,34,7
358,321,10,9
359,326,16,100
360,293,40,194
361,418,21,261
362,100,18,33
363,245,45,89
364,187,46,12
365,464,32,70
366,447,33,209
367,480,18,421
368,216,50,142
369,144,11,123
370,356,49,17
371,173,48,166
372,443,15,266
373,104,33,16
374,230,28,136
375,167,17,58
376,240,19,110
377,157,33,94
378,131,20,49
379,246,29,12
380,269,29,53
381,146,21,130
382,290,17,24
383,125,21,103
384,464,29,249
385,482,50,297
386,207,25,48
387,325,11,243
388,252,22,164
389,376,50,370
390,260,39,19
391,128,32,19
392,346,40,271
393,458,36,293
394,220,28,80
395,246,11,227
396,241,17,191
397,439,29,438
398,214,46,207
399,181,15,156
400,255,28,47
401,492,49,70
402,464,17,373
403,471,25,340
404,412,38,165
405,306,23,82
406,365,23,336
407,447,31,177
408,328,18,108
409,307,42,179
410,255,41,242
411,482,13,96
412,458,42,143
413,140,50,95
414,110,10,21
415,276,49,48
416,406,34,293
417,202,20,161
418,159,47,0
419,377,15,88
420,161,25,48
421,299,22,207
422,405,19,300
423,448,31,90
424,177,27,38
425,331,24,200
426,318,28,297
427,382,15,16
428,295,13,182
429,361,22,135
430,312,48,243
431,364,27,47
432,298,10,294
433,306,40,285
434,375,41,34
435,322,35,282
436,487,15,175
437,116,42,22
438,325,34,71
439,127,41,4
440,187,36,150
441,332,38,287
442,250,20,65
443,380,17,268
444,402,49,371
445,377,27,314
446,309,47,46
447,241,36,77
448,307,30,187
449,392,11,213
450,255,29,178
451,176,31,6
452,286,42,62
453,369,37,133
454,450,21,361
455,249,24,117
456,411,15,256
457,471,28,369
458,382,37,156
459,103,26,11
460,219,40,119
461,179,48,75
462,469,38,308
463,479,16,307
464,153,48,67
465,136,32,107
466,291,37,250
467,147,38,20
468,309,23,37
469,382,35,117
470,482,22,314
471,369,37,82
472,165,44,150
473,300,40,122
474,409,43,277
475,328,32,117
476,194,37,156
477,332,34,50
478,165,25,100
479,182,15,168
480,187,14,140
481,426,29,344
482,254,48,51
483,196,42,5
484,282,21,111
485,272,49,136
486,209,37,78
487,168,50,165
488,151,16,22
489,241,37,98
490,233,36,203
491,107,31,71
492,474,43,309
493,106,39,1
494,113,50,34
495,164,24,96
496,212,41,176
497,228,24,122
498,390,34,296
499,325,25,24
500,223,37,192
501,211,33,28
502,117,23,1
503,323,29,179
504,221,46,66
505,106,39,19
506,167,32,146
507,466,37,83
508,276,41,144
509,125,23,117
510,311,29,192
511,141,28,127
512,436,18,160
513,222,10,164
514,472,11,430
515,335,47,138
516,128,23,90
517,291,30,124
518,116,39,94
519,281,26,230
520,167,10,1
521,459,30,267
522,282,21,176
523,472,10,162
524,153,11,130
525,495,50,45
526,195,22,110
527,152,13,36
528,354,46,73
529,150,41,150
530,107,36,1
531,454,17,400
532,248,40,76
533,374,48,172
534,167,19,39
535,363,39,345
536,154,42,70
537,234,26,167
538,325,29,320
539,271,31,5
540,131,19,106
541,234,25,209
542,396,26,167
543,392,24,365
544,169,39,150
545,134,50,4
546,110,33,16
547,232,40,29
548,148,24,83
549,152,46,149
550,222,17,179
551,388,10,183
552,171,44,49
553,391,32,163
554,391,20,388
555,499,24,85
556,331,44,272
557,204,40,40
558,309,48,262
559,470,45,56
560,145,24,79
561,130,18,117
562,324,47,163
563,317,34,128
564,344,21,25
565,392,11,270
566,472,48,59
567,209,30,126
568,334,25,37
569,213,34,171
570,150,34,3
571,254,36,103
572,278,38,40
573,119,43,39
574,467,17,246
575,287,26,61
576,487,13,325
577,126,22,66
578,103,42,96
579,484,49,246
580,327,30,293
581,375,23,199
582,496,23,381
583,386,33,149
584,200,24,12
585,465,13,200
586,438,39,148
587,251,44,243
588,294,22,90
589,274,40,74
590,321,24,268
591,336,14,118
592,355,47,42
593,490,22,61
594,457,39,43
595,149,30,66
596,375,30,64
597,139,50,64
598,327,24,116
599,357,35,57
600,133,46,132
601,375,22,222
602,194,19,102
603,140,23,90
604,364,40,229
605,143,34,86
606,437,35,5
607,415,14,189
608,223,50,12
609,257,28,257
610,445,12,387
611,353,17,71
612,130,26,34
613,110,48,23
614,420,16,192
615,350,11,273
616,494,37,335
617,282,46,56
618,175,23,61
619,193,29,20
620,296,21,161
621,497,38,353
622,488,44,189
623,170,50,50
624,150,25,21
625,373,33,55
626,438,38,105
627,199,49,55
628,182,31,148
629,334,43,176
630,328,19,239
631,402,31,73
632,456,29,324
633,114,13,93
634,404,36,186
635,367,19,60
636,156,43,11
637,392,30,284
638,464,37,36
639,453,25,63
640,205,21,126
641,467,46,137
642,430,39,201
643,388,16,125
644,417,23,122
645,295,28,121
646,291,10,245
647,304,45,219
648,274,38,96
649,320,25,77
650,394,25,218
651,131,11,62
652,392,43,7
653,481,36,322
654,485,24,364
655,494,32,213
656,408,20,271
657,185,19,138
658,408,28,336
659,395,18,186
660,152,12,71
661,339,39,287
662,324,29,216
663,268,45,221
664,365,16,15
665,244,50,75
666,326,43,120
667,470,17,58
668,233,20,88
669,394,16,147
670,222,43,193
671,311,17,8
672,410,19,268
673,459,28,286
674,186,23,96
675,338,32,295
676,263,30,93
677,489,15,247
678,221,24,51
679,104,33,45
680,232,35,229
681,144,44,25
682,180,22,20
683,250,33,176
684,183,46,80
685,431,47,266
686,128,34,126
687,123,50,60
688,313,27,215
689,122,27,118
690,495,22,116
691,105,41,92
692,279,29,35
693,451,36,432
694,262,26,250
695,335,45,259
696,218,47,66
697,258,20,212
698,229,34,179
699,369,14,92
700,382,35,45
701,142,29,1
702,275,45,143
703,194,32,176
704,412,48,404
705,480,16,76
706,319,50,270
707,361,39,140
708,275,38,129
709,225,12,192
710,431,47,274
711,212,25,186
712,297,35,77
713,313,13,32
714,283,30,239
715,256,12,166
716,262,20,254
717,410,47,52
718,199,29,125
719,487,15,399
720,472,25,273
721,407,33,125
722,309,22,227
723,411,11,386
724,135,10,120
725,302,11,181
726,339,36,250
727,466,34,212
728,492,16,47
729,484,38,474
730,305,11,264
731,164,28,155
732,485,17,202
733,417,18,142
734,352,50,171
735,348,37,214
736,345,12,317
737,209,20,183
738,438,50,123
739,347,40,302
740,408,16,197
741,459,26,14
742,456,46,182
743,171,25,94
744,327,46,304
745,391,22,106
746,169,11,82
747,214,20,19
748,152,35,108
749,117,28,111
750,165,38,112
751,410,29,18
752,111,26,77
753,418,10,97
754,122,30,1
755,461,49,113
756,138,16,97
757,152,50,86
758,450,47,348
759,331,36,156
760,317,20,74
761,346,16,210
762,388,49,127
763,422,35,263
764,315,38,12
765,403,44,389
766,118,45,8
767,110,28,29
768,357,39,208
769,135,27,82
770,198,42,171
771,123,46,114
772,285,38,140
773,305,16,100
774,436,33,30
775,386,34,220
776,482,49,203
777,249,14,235
778,389,17,99
779,288,47,212
780,351,13,149
781,355,21,94
782,411,34,298
783,232,10,214
784,386,20,105
785,325,50,264
786,158,31,11
787,342,50,99
788,120,32,56
789,286,28,234
790,133,20,124
791,238,48,67
792,102,28,99
793,320,13,67
794,159,42,91
795,162,42,53
796,231,31,174
797,209,41,68
798,452,20,125
799,268,16,212
800,160,40,58
801,244,27,101
802,439,14,132
803,178,16,33
804,414,49,205
805,290,14,141
806,124,14,64
807,399,37,394
808,105,17,69
809,283,43,161
810,236,34,141
811,177,16,74
812,472,43,258
813,198,38,62
814,150,22,62
815,400,37,188
816,181,49,102
817,426,35,308
818,376,21,106
819,444,24,227
820,394,44,108
821,108,42,94
822,228,28,211
823,457,48,73
824,274,15,108
825,395,34,307
826,264,37,27
827,152,50,85
828,364,45,344
829,297,32,260
830,417,41,343
831,304,22,197
832,292,13,211
833,401,38,59
834,412,23,293
835,467,13,460
836,302,15,100
837,497,49,336
838,379,34,116
839,465,28,159
840,307,27,33
841,114,17,19
842,307,19,68
843,264,18,157
844,290,49,108
845,267,37,36
846,265,14,36
847,170,48,62
848,423,45,94
849,172,29,76
850,359,11,261
851,120,28,72
